,id,title,authors,citation,first_author,journal_book,publication_year,create_date,pmcid,nihms_id,doi
0,34968557,Active inference leads to Bayesian neurophysiology,Isomura T.,Neurosci Res. 2022 Feb;175:38-45. doi: 10.1016/j.neures.2021.12.003. Epub 2021 Dec 27.,Isomura T,Neurosci Res,2022,2021/12/30,,,10.1016/j.neures.2021.12.003
88,33304260,Learning Generative State Space Models for Active Inference,"Çatal O, Wauthier S, De Boom C, Verbelen T, Dhoedt B.",Front Comput Neurosci. 2020 Nov 16;14:574372. doi: 10.3389/fncom.2020.574372. eCollection 2020.,Çatal O,Front Comput Neurosci,2020,2020/12/11,PMC7701292,,10.3389/fncom.2020.574372
89,32860285,Recent advances in the application of predictive coding and active inference models within clinical neuroscience,"Smith R, Badcock P, Friston KJ.",Psychiatry Clin Neurosci. 2021 Jan;75(1):3-13. doi: 10.1111/pcn.13138. Epub 2020 Sep 25.,Smith R,Psychiatry Clin Neurosci,2021,2020/08/30,,,10.1111/pcn.13138
90,27391681,Active Inference and Learning in the Cerebellum,"Friston K, Herreros I.",Neural Comput. 2016 Sep;28(9):1812-39. doi: 10.1162/NECO_a_00863. Epub 2016 Jul 8.,Friston K,Neural Comput,2016,2016/07/09,,,10.1162/NECO_a_00863
91,31562544,Generalised free energy and active inference,"Parr T, Friston KJ.",Biol Cybern. 2019 Dec;113(5-6):495-513. doi: 10.1007/s00422-019-00805-w. Epub 2019 Sep 27.,Parr T,Biol Cybern,2019,2019/09/29,PMC6848054,,10.1007/s00422-019-00805-w
92,23663424,Active inference and free energy,Friston K.,Behav Brain Sci. 2013 Jun;36(3):212-3. doi: 10.1017/S0140525X12002142. Epub 2013 May 10.,Friston K,Behav Brain Sci,2013,2013/05/14,,,10.1017/S0140525X12002142
93,33921298,Neural Dynamics under Active Inference: Plausibility and Efficiency of Information Processing,"Da Costa L, Parr T, Sengupta B, Friston K.",Entropy (Basel). 2021 Apr 12;23(4):454. doi: 10.3390/e23040454.,Da Costa L,Entropy (Basel),2021,2021/04/30,PMC8069154,,10.3390/e23040454
94,35250743,Osteopathic Care as (En)active Inference: A Theoretical Framework for Developing an Integrative Hypothesis in Osteopathy,"Esteves JE, Cerritelli F, Kim J, Friston KJ.",Front Psychol. 2022 Feb 18;13:812926. doi: 10.3389/fpsyg.2022.812926. eCollection 2022.,Esteves JE,Front Psychol,2022,2022/03/07,PMC8894811,,10.3389/fpsyg.2022.812926
95,29167370,"Uncertainty, epistemics and active inference","Parr T, Friston KJ.",J R Soc Interface. 2017 Nov;14(136):20170376. doi: 10.1098/rsif.2017.0376.,Parr T,J R Soc Interface,2017,2017/11/24,PMC5721148,,10.1098/rsif.2017.0376
96,26016744,Interoceptive predictions in the brain,"Barrett LF, Simmons WK.",Nat Rev Neurosci. 2015 Jul;16(7):419-29. doi: 10.1038/nrn3950. Epub 2015 May 28.,Barrett LF,Nat Rev Neurosci,2015,2015/05/29,PMC4731102,NIHMS748633,10.1038/nrn3950
97,31518636,Neurocomputational mechanisms underlying emotional awareness: Insights afforded by deep active inference and their potential clinical relevance,"Smith R, Lane RD, Parr T, Friston KJ.",Neurosci Biobehav Rev. 2019 Dec;107:473-491. doi: 10.1016/j.neubiorev.2019.09.002. Epub 2019 Sep 10.,Smith R,Neurosci Biobehav Rev,2019,2019/09/14,,,10.1016/j.neubiorev.2019.09.002
98,36397948,From Broken Models to Treatment Selection: Active Inference as a Tool to Guide Clinical Research and Practice,"Kirchner L, Eckert AL, Berg M.",Clin Psychol Eur. 2022 Jun 30;4(2):e9697. doi: 10.32872/cpe.9697. eCollection 2022 Jun.,Kirchner L,Clin Psychol Eur,2022,2022/11/18,PMC9667420,,10.32872/cpe.9697
99,32044234,An Active Inference Approach to Dissecting Reasons for Nonadherence to Antidepressants,"Smith R, Khalsa SS, Paulus MP.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2021 Sep;6(9):919-934. doi: 10.1016/j.bpsc.2019.11.012. Epub 2019 Dec 5.,Smith R,Biol Psychiatry Cogn Neurosci Neuroimaging,2021,2020/02/12,PMC7272309,NIHMS1545952,10.1016/j.bpsc.2019.11.012
100,30214404,Expanding the Active Inference Landscape: More Intrinsic Motivations in the Perception-Action Loop,"Biehl M, Guckelsberger C, Salge C, Smith SC, Polani D.",Front Neurorobot. 2018 Aug 30;12:45. doi: 10.3389/fnbot.2018.00045. eCollection 2018.,Biehl M,Front Neurorobot,2018,2018/09/15,PMC6125413,,10.3389/fnbot.2018.00045
101,29887648,"Active inference, enactivism and the hermeneutics of social cognition","Gallagher S, Allen M.",Synthese. 2018;195(6):2627-2648. doi: 10.1007/s11229-016-1269-8. Epub 2016 Nov 29.,Gallagher S,Synthese,2018,2018/06/12,PMC5972154,,10.1007/s11229-016-1269-8
102,29572721,Planning and navigation as active inference,"Kaplan R, Friston KJ.",Biol Cybern. 2018 Aug;112(4):323-343. doi: 10.1007/s00422-018-0753-2. Epub 2018 Mar 23.,Kaplan R,Biol Cybern,2018,2018/03/25,PMC6060791,,10.1007/s00422-018-0753-2
103,29747865,Deep temporal models and active inference,"Friston KJ, Rosch R, Parr T, Price C, Bowman H.",Neurosci Biobehav Rev. 2018 Jul;90:486-501. doi: 10.1016/j.neubiorev.2018.04.004. Epub 2018 May 8.,Friston KJ,Neurosci Biobehav Rev,2018,2018/05/12,PMC5998386,,10.1016/j.neubiorev.2018.04.004
104,21960978,"Active inference, attention, and motor preparation","Brown H, Friston K, Bestmann S.",Front Psychol. 2011 Sep 21;2:218. doi: 10.3389/fpsyg.2011.00218. eCollection 2011.,Brown H,Front Psychol,2011,2011/10/01,PMC3177296,,10.3389/fpsyg.2011.00218
105,33704439,The computational neurology of movement under active inference,"Parr T, Limanowski J, Rawji V, Friston K.",Brain. 2021 Jul 28;144(6):1799-1818. doi: 10.1093/brain/awab085.,Parr T,Brain,2021,2021/03/11,PMC8320263,,10.1093/brain/awab085
106,31830495,"Active inference, stressors, and psychological trauma: A neuroethological model of (mal)adaptive explore-exploit dynamics in ecological context","Linson A, Parr T, Friston KJ.",Behav Brain Res. 2020 Feb 17;380:112421. doi: 10.1016/j.bbr.2019.112421. Epub 2019 Dec 9.,Linson A,Behav Brain Res,2020,2019/12/13,PMC6961115,,10.1016/j.bbr.2019.112421
107,35340847,A step-by-step tutorial on active inference and its application to empirical data,"Smith R, Friston KJ, Whyte CJ.",J Math Psychol. 2022 Apr;107:102632. doi: 10.1016/j.jmp.2021.102632. Epub 2022 Feb 4.,Smith R,J Math Psychol,2022,2022/03/28,PMC8956124,NIHMS1763153,10.1016/j.jmp.2021.102632
108,31783392,"Active inference as a unifying, generic and adaptive framework for a P300-based BCI","Mladenovic J, Frey J, Joffily M, Maby E, Lotte F, Mattout J.",J Neural Eng. 2020 Feb 13;17(1):016054. doi: 10.1088/1741-2552/ab5d5c.,Mladenovic J,J Neural Eng,2020,2019/11/30,,,10.1088/1741-2552/ab5d5c
109,34828219,Accessing Active Inference Theory through Its Implicit and Deliberative Practice in Human Organizations,Fox S.,Entropy (Basel). 2021 Nov 15;23(11):1521. doi: 10.3390/e23111521.,Fox S,Entropy (Basel),2021,2021/11/27,PMC8619364,,10.3390/e23111521
110,35846789,Therapeutic Alliance as Active Inference: The Role of Therapeutic Touch and Biobehavioural Synchrony in Musculoskeletal Care,"McParlin Z, Cerritelli F, Rossettini G, Friston KJ, Esteves JE.",Front Behav Neurosci. 2022 Jun 30;16:897247. doi: 10.3389/fnbeh.2022.897247. eCollection 2022.,McParlin Z,Front Behav Neurosci,2022,2022/07/18,PMC9280207,,10.3389/fnbeh.2022.897247
111,32508611,An Active Inference Approach to Modeling Structure Learning: Concept Learning as an Example Case,"Smith R, Schwartenbeck P, Parr T, Friston KJ.",Front Comput Neurosci. 2020 May 19;14:41. doi: 10.3389/fncom.2020.00041. eCollection 2020.,Smith R,Front Comput Neurosci,2020,2020/06/09,PMC7250191,,10.3389/fncom.2020.00041
112,30082215,Active Inference in OpenAI Gym: A Paradigm for Computational Investigations Into Psychiatric Illness,"Cullen M, Davey B, Friston KJ, Moran RJ.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2018 Sep;3(9):809-818. doi: 10.1016/j.bpsc.2018.06.010. Epub 2018 Jul 10.,Cullen M,Biol Psychiatry Cogn Neurosci Neuroimaging,2018,2018/08/08,,,10.1016/j.bpsc.2018.06.010
113,36304590,An active inference model of conscious access: How cognitive action selection reconciles the results of report and no-report paradigms,"Whyte CJ, Hohwy J, Smith R.",Curr Res Neurobiol. 2022 Apr 1;3:100036. doi: 10.1016/j.crneur.2022.100036. eCollection 2022.,Whyte CJ,Curr Res Neurobiol,2022,2022/10/28,PMC9593308,,10.1016/j.crneur.2022.100036
114,34675792,The Acquisition of Culturally Patterned Attention Styles Under Active Inference,"Constant A, Tschantz ADD, Millidge B, Criado-Boado F, Martinez LM, Müeller J, Clark A.",Front Neurorobot. 2021 Oct 5;15:729665. doi: 10.3389/fnbot.2021.729665. eCollection 2021.,Constant A,Front Neurorobot,2021,2021/10/22,PMC8525546,,10.3389/fnbot.2021.729665
115,31430277,Hallucinations both in and out of context: An active inference account,"Benrimoh D, Parr T, Adams RA, Friston K.",PLoS One. 2019 Aug 20;14(8):e0212379. doi: 10.1371/journal.pone.0212379. eCollection 2019.,Benrimoh D,PLoS One,2019,2019/08/21,PMC6701798,,10.1371/journal.pone.0212379
116,27378899,"Scene Construction, Visual Foraging, and Active Inference","Mirza MB, Adams RA, Mathys CD, Friston KJ.",Front Comput Neurosci. 2016 Jun 14;10:56. doi: 10.3389/fncom.2016.00056. eCollection 2016.,Mirza MB,Front Comput Neurosci,2016,2016/07/06,PMC4906014,,10.3389/fncom.2016.00056
117,22864468,Active inference and agency: optimal control without cost functions,"Friston K, Samothrakis S, Montague R.",Biol Cybern. 2012 Oct;106(8-9):523-41. doi: 10.1007/s00422-012-0512-8. Epub 2012 Aug 3.,Friston K,Biol Cybern,2012,2012/08/07,,,10.1007/s00422-012-0512-8
118,36374909,Structure learning enhances concept formation in synthetic Active Inference agents,"Neacsu V, Mirza MB, Adams RA, Friston KJ.",PLoS One. 2022 Nov 14;17(11):e0277199. doi: 10.1371/journal.pone.0277199. eCollection 2022.,Neacsu V,PLoS One,2022,2022/11/14,PMC9662737,,10.1371/journal.pone.0277199
119,27683002,Active inference and robot control: a case study,"Pio-Lopez L, Nizard A, Friston K, Pezzulo G.",J R Soc Interface. 2016 Sep;13(122):20160616. doi: 10.1098/rsif.2016.0616.,Pio-Lopez L,J R Soc Interface,2016,2016/09/30,PMC5046960,,10.1098/rsif.2016.0616
120,37623541,Resilience as the Ability to Maintain Well-Being: An Allostatic Active Inference Model,"Waugh CE, Sali AW.",J Intell. 2023 Aug 7;11(8):158. doi: 10.3390/jintelligence11080158.,Waugh CE,J Intell,2023,2023/08/25,PMC10455562,,10.3390/jintelligence11080158
121,37154124,The statistical mechanics of felt uncertainty under active inference,Solms M.,Behav Brain Sci. 2023 May 8;46:e108. doi: 10.1017/S0140525X22002783.,Solms M,Behav Brain Sci,2023,2023/05/08,,,10.1017/S0140525X22002783
122,32269536,A World Unto Itself: Human Communication as Active Inference,"Vasil J, Badcock PB, Constant A, Friston K, Ramstead MJD.",Front Psychol. 2020 Mar 25;11:417. doi: 10.3389/fpsyg.2020.00417. eCollection 2020.,Vasil J,Front Psychol,2020,2020/04/10,PMC7109408,,10.3389/fpsyg.2020.00417
123,34645899,An examination of active inference in autistic adults using immersive virtual reality,"Arthur T, Harris D, Buckingham G, Brosnan M, Wilson M, Williams G, Vine S.",Sci Rep. 2021 Oct 13;11(1):20377. doi: 10.1038/s41598-021-99864-y.,Arthur T,Sci Rep,2021,2021/10/14,PMC8514518,,10.1038/s41598-021-99864-y
124,27317193,"Active Inference, epistemic value, and vicarious trial and error","Pezzulo G, Cartoni E, Rigoli F, Pio-Lopez L, Friston K.",Learn Mem. 2016 Jun 17;23(7):322-38. doi: 10.1101/lm.041780.116. Print 2016 Jul.,Pezzulo G,Learn Mem,2016,2016/06/19,PMC4918783,,10.1101/lm.041780.116
125,26786300,Active inference and cognitive-emotional interactions in the brain,"Pezzulo G, Barca L, Friston KJ.",Behav Brain Sci. 2015;38:e85. doi: 10.1017/S0140525X14001009.,Pezzulo G,Behav Brain Sci,2015,2016/01/21,,,10.1017/S0140525X14001009
126,35360827,Model Reduction Through Progressive Latent Space Pruning in Deep Active Inference,"Wauthier ST, De Boom C, Çatal O, Verbelen T, Dhoedt B.",Front Neurorobot. 2022 Mar 11;16:795846. doi: 10.3389/fnbot.2022.795846. eCollection 2022.,Wauthier ST,Front Neurorobot,2022,2022/04/01,PMC8961807,,10.3389/fnbot.2022.795846
127,36394452,In sync with the heart,Herman AM.,Elife. 2022 Nov 17;11:e84298. doi: 10.7554/eLife.84298.,Herman AM,Elife,2022,2022/11/17,PMC9671493,,10.7554/eLife.84298
128,34720895,Trust as Extended Control: Human-Machine Interactions as Active Inference,"Schoeller F, Miller M, Salomon R, Friston KJ.",Front Syst Neurosci. 2021 Oct 13;15:669810. doi: 10.3389/fnsys.2021.669810. eCollection 2021.,Schoeller F,Front Syst Neurosci,2021,2021/11/01,PMC8548360,,10.3389/fnsys.2021.669810
129,25128318,"Active inference, eye movements and oculomotor delays","Perrinet LU, Adams RA, Friston KJ.",Biol Cybern. 2014 Dec;108(6):777-801. doi: 10.1007/s00422-014-0620-8. Epub 2014 Aug 16.,Perrinet LU,Biol Cybern,2014,2014/08/17,PMC4250571,,10.1007/s00422-014-0620-8
130,37065264,Symmetry and complexity in object-centric deep active inference models,"Ferraro S, Van de Maele T, Verbelen T, Dhoedt B.",Interface Focus. 2023 Apr 14;13(3):20220077. doi: 10.1098/rsfs.2022.0077. eCollection 2023 Jun 6.,Ferraro S,Interface Focus,2023,2023/04/17,PMC10102726,,10.1098/rsfs.2022.0077
131,28080969,An active inference theory of allostasis and interoception in depression,"Barrett LF, Quigley KS, Hamilton P.",Philos Trans R Soc Lond B Biol Sci. 2016 Nov 19;371(1708):20160011. doi: 10.1098/rstb.2016.0011. Epub 2016 Oct 10.,Barrett LF,Philos Trans R Soc Lond B Biol Sci,2016,2017/01/13,PMC5062100,,10.1098/rstb.2016.0011
132,33501036,Simulating Active Inference Processes by Message Passing,"van de Laar TW, de Vries B.",Front Robot AI. 2019 Mar 28;6:20. doi: 10.3389/frobt.2019.00020. eCollection 2019.,van de Laar TW,Front Robot AI,2019,2021/01/27,PMC7805795,,10.3389/frobt.2019.00020
133,32055104,Caching mechanisms for habit formation in Active Inference,"Maisto D, Friston K, Pezzulo G.",Neurocomputing (Amst). 2019 Sep 24;359:298-314. doi: 10.1016/j.neucom.2019.05.083.,Maisto D,Neurocomputing (Amst),2019,2020/02/15,PMC7001981,,10.1016/j.neucom.2019.05.083
134,33234063,Future climates: Markov blankets and active inference in the biosphere,"Rubin S, Parr T, Da Costa L, Friston K.",J R Soc Interface. 2020 Nov;17(172):20200503. doi: 10.1098/rsif.2020.0503. Epub 2020 Nov 25.,Rubin S,J R Soc Interface,2020,2020/11/25,PMC7729048,,10.1098/rsif.2020.0503
135,29694845,Interoceptive inference: From computational neuroscience to clinic,"Owens AP, Allen M, Ondobaka S, Friston KJ.",Neurosci Biobehav Rev. 2018 Jul;90:174-183. doi: 10.1016/j.neubiorev.2018.04.017. Epub 2018 Apr 22.,Owens AP,Neurosci Biobehav Rev,2018,2018/04/26,,,10.1016/j.neubiorev.2018.04.017
136,36937108,Time-consciousness in computational phenomenology: a temporal analysis of active inference,"Bogotá JD, Djebbara Z.",Neurosci Conscious. 2023 Mar 17;2023(1):niad004. doi: 10.1093/nc/niad004. eCollection 2023.,Bogotá JD,Neurosci Conscious,2023,2023/03/20,PMC10022603,,10.1093/nc/niad004
137,29093675,A Factor Graph Description of Deep Temporal Active Inference,"de Vries B, Friston KJ.",Front Comput Neurosci. 2017 Oct 18;11:95. doi: 10.3389/fncom.2017.00095. eCollection 2017.,de Vries B,Front Comput Neurosci,2017,2017/11/03,PMC5651277,,10.3389/fncom.2017.00095
138,30940252,The value of uncertainty: An active inference perspective,"Pezzulo G, Friston KJ.",Behav Brain Sci. 2019 Jan;42:e47. doi: 10.1017/S0140525X18002066.,Pezzulo G,Behav Brain Sci,2019,2019/04/04,,,10.1017/S0140525X18002066
139,35051559,"Simulating homeostatic, allostatic and goal-directed forms of interoceptive control using active inference","Tschantz A, Barca L, Maisto D, Buckley CL, Seth AK, Pezzulo G.",Biol Psychol. 2022 Mar;169:108266. doi: 10.1016/j.biopsycho.2022.108266. Epub 2022 Jan 17.,Tschantz A,Biol Psychol,2022,2022/01/20,,,10.1016/j.biopsycho.2022.108266
140,19641614,Reinforcement learning or active inference?,"Friston KJ, Daunizeau J, Kiebel SJ.",PLoS One. 2009 Jul 29;4(7):e6421. doi: 10.1371/journal.pone.0006421.,Friston KJ,PLoS One,2009,2009/07/31,PMC2713351,,10.1371/journal.pone.0006421
141,26581305,"Dopamine, reward learning, and active inference","FitzGerald TH, Dolan RJ, Friston K.",Front Comput Neurosci. 2015 Nov 4;9:136. doi: 10.3389/fncom.2015.00136. eCollection 2015.,FitzGerald TH,Front Comput Neurosci,2015,2015/11/20,PMC4631836,,10.3389/fncom.2015.00136
142,29116142,"Working memory, attention, and salience in active inference","Parr T, Friston KJ.",Sci Rep. 2017 Nov 7;7(1):14678. doi: 10.1038/s41598-017-15249-0.,Parr T,Sci Rep,2017,2017/11/09,PMC5676961,,10.1038/s41598-017-15249-0
143,21327826,Action understanding and active inference,"Friston K, Mattout J, Kilner J.",Biol Cybern. 2011 Feb;104(1-2):137-60. doi: 10.1007/s00422-011-0424-z. Epub 2011 Feb 17.,Friston K,Biol Cybern,2011,2011/02/18,PMC3491875,EMS49028,10.1007/s00422-011-0424-z
144,25583383,Active inference and oculomotor pursuit: the dynamic causal modelling of eye movements,"Adams RA, Aponte E, Marshall L, Friston KJ.",J Neurosci Methods. 2015 Mar 15;242:1-14. doi: 10.1016/j.jneumeth.2015.01.003. Epub 2015 Jan 10.,Adams RA,J Neurosci Methods,2015,2015/01/14,PMC4346275,,10.1016/j.jneumeth.2015.01.003
145,25977988,An active inference and epistemic value view of metacognition,"Moulin C, Souchay C.",Cogn Neurosci. 2015;6(4):221-2. doi: 10.1080/17588928.2015.1051015. Epub 2015 Jun 2.,Moulin C,Cogn Neurosci,2015,2015/05/16,,,10.1080/17588928.2015.1051015
146,23133435,An Active Inference view of cognitive control,Pezzulo G.,Front Psychol. 2012 Nov 5;3:478. doi: 10.3389/fpsyg.2012.00478. eCollection 2012.,Pezzulo G,Front Psychol,2012,2012/11/08,PMC3488938,,10.3389/fpsyg.2012.00478
147,31920873,Simulating Emotions: An Active Inference Model of Emotional State Inference and Emotion Concept Learning,"Smith R, Parr T, Friston KJ.",Front Psychol. 2019 Dec 19;10:2844. doi: 10.3389/fpsyg.2019.02844. eCollection 2019.,Smith R,Front Psychol,2019,2020/01/11,PMC6931387,,10.3389/fpsyg.2019.02844
148,24093015,The anatomy of choice: active inference and agency,"Friston K, Schwartenbeck P, Fitzgerald T, Moutoussis M, Behrens T, Dolan RJ.",Front Hum Neurosci. 2013 Sep 25;7:598. doi: 10.3389/fnhum.2013.00598. eCollection 2013.,Friston K,Front Hum Neurosci,2013,2013/10/05,PMC3782702,,10.3389/fnhum.2013.00598
149,29527157,Computational Neuropsychology and Bayesian Inference,"Parr T, Rees G, Friston KJ.",Front Hum Neurosci. 2018 Feb 23;12:61. doi: 10.3389/fnhum.2018.00061. eCollection 2018.,Parr T,Front Hum Neurosci,2018,2018/03/13,PMC5829460,,10.3389/fnhum.2018.00061
150,33253028,Deeply Felt Affect: The Emergence of Valence in Deep Active Inference,"Hesp C, Smith R, Parr T, Allen M, Friston KJ, Ramstead MJD.",Neural Comput. 2021 Feb;33(2):398-446. doi: 10.1162/neco_a_01341. Epub 2020 Nov 30.,Hesp C,Neural Comput,2021,2020/11/30,PMC8594962,,10.1162/neco_a_01341
151,34957844,The evolution of brain architectures for predictive coding and active inference,"Pezzulo G, Parr T, Friston K.",Philos Trans R Soc Lond B Biol Sci. 2022 Feb 14;377(1844):20200531. doi: 10.1098/rstb.2020.0531. Epub 2021 Dec 27.,Pezzulo G,Philos Trans R Soc Lond B Biol Sci,2022,2021/12/27,PMC8710884,,10.1098/rstb.2020.0531
152,36810306,Action selection in early stages of psychosis: an active inference approach,"Knolle F, Sterner E, Moutoussis M, Adams RA, Griffin JD, Haarsma J, Taverne H, Goodyer IM, Fletcher PC, Murray GK; NSPN Consortium.",J Psychiatry Neurosci. 2023 Feb 21;48(1):E78-E89. doi: 10.1503/jpn.220141. Print 2023 Jan-Feb.,Knolle F,J Psychiatry Neurosci,2023,2023/02/22,PMC9949875,,10.1503/jpn.220141
153,29417960,The graphical brain: Belief propagation and active inference,"Friston KJ, Parr T, de Vries B.",Netw Neurosci. 2017;1(4):381-414. doi: 10.1162/NETN_a_00018. Epub 2017 Dec 31.,Friston KJ,Netw Neurosci,2017,2018/02/09,PMC5798592,EMS75272,10.1162/NETN_a_00018
154,34384664,Everything is connected: Inference and attractors in delusions,"Adams RA, Vincent P, Benrimoh D, Friston KJ, Parr T.",Schizophr Res. 2022 Jul;245:5-22. doi: 10.1016/j.schres.2021.07.032. Epub 2021 Aug 9.,Adams RA,Schizophr Res,2022,2021/08/13,PMC9241990,,10.1016/j.schres.2021.07.032
155,33039416,The predictive global neuronal workspace: A formal active inference model of visual consciousness,"Whyte CJ, Smith R.",Prog Neurobiol. 2021 Apr;199:101918. doi: 10.1016/j.pneurobio.2020.101918. Epub 2020 Oct 8.,Whyte CJ,Prog Neurobiol,2021,2020/10/11,,,10.1016/j.pneurobio.2020.101918
156,34311031,Gut inference: A computational modelling approach,"Smith R, Mayeli A, Taylor S, Al Zoubi O, Naegele J, Khalsa SS.",Biol Psychol. 2021 Sep;164:108152. doi: 10.1016/j.biopsycho.2021.108152. Epub 2021 Jul 24.,Smith R,Biol Psychol,2021,2021/07/26,PMC8429276,NIHMS1727775,10.1016/j.biopsycho.2021.108152
157,33927605,Generative Models for Active Vision,"Parr T, Sajid N, Da Costa L, Mirza MB, Friston KJ.",Front Neurorobot. 2021 Apr 13;15:651432. doi: 10.3389/fnbot.2021.651432. eCollection 2021.,Parr T,Front Neurorobot,2021,2021/04/30,PMC8076554,,10.3389/fnbot.2021.651432
