title,authors,where_published,year,doi,remove
An Atlas of Human Kinase Regulation,"Ochoa, David and Jonikas, Mindaugas and Lawrence, Robert T. and Debs, Bachir El and Selkrig, Joel and Typas, Athanasios and Vill{\'e}n, Judit and Santos, Silvia and Beltrao, Pedro",bioRxiv,2016,10.1101/067900,TRUE
Habits without Values,"Miller, Kevin J. and Shenhav, Amitai and Ludvig, Elliot A.",bioRxiv,2018,10.1101/067603,TRUE
The role of brain oscillations in predicting the sensory consequences of your actions,"Cao, Liyu and Thut, Gregor and Gross, Joachim",bioRxiv,2016,10.1101/065961,TRUE
Recovery of dynamics and function in spiking neural networks with closed-loop control,"Vlachos, I. and Deniz, T. and Aertsen, A. and Kumar, A.",bioRxiv,2015,10.1101/030189,TRUE
Embodied decisions as active inference,"Priorelli, Matteo and Stoianov, Ivilin Peev and Pezzulo, Giovanni",bioRxiv,2024,10.1101/2024.05.28.596181,FALSE
The sense of agency from active causal inference,"Chang, Acer Yu-Chan and Oi, Hiroki and Maeda, Takaki and Wen, Wen",bioRxiv,2024,10.1101/2024.01.29.577723,FALSE
Evidence of optimal control theory over active inference in corticospinal excitability modulations,"Brandt, I.M. and Gr{\""u}nbaum, T. and Christensen, M.S.",bioRxiv,2024,10.1101/2024.05.06.592675,FALSE
Predictive Coding Networks for Temporal Prediction,"Millidge, Beren and Tang, Mufeng and Osanlouy, Mahyar and Harper, Nicol S. and Bogacz, Rafal",bioRxiv,2024,10.1101/2023.05.15.540906,FALSE
Learning probability distributions of sensory inputs with Monte Carlo Predictive Coding,"Oliviers, Gaspard and Bogacz, Rafal and Meulemans, Alexander",bioRxiv,2024,10.1101/2024.02.29.581455,FALSE
Monkey Prefrontal Cortex Learns to Minimize Sequence Prediction Error,"Cheng, Huzi and Chafee, Matthew V. and Blackman, Rachael K. and Brown, Joshua W.",bioRxiv,2024,10.1101/2024.02.28.582611,FALSE
A neuronal least-action principle for real-time learning in cortical circuits,"Senn, Walter and Dold, Dominik and Kungl, Akos F. and Ellenberger, Benjamin and Jordan, Jakob and Bengio, Yoshua and Sacramento, Jo{\~a}o and Petrovici, Mihai A.",bioRxiv,2024,10.1101/2023.03.25.534198,FALSE
Can Prediction Error Explain Predictability Effects on the N1 during Picture-Word Verification?,"Taylor, Jack E. and Rousselet, Guillaume A. and Sereno, Sara C.",bioRxiv,2024,10.1101/2023.08.07.552265,FALSE
Efficient Inference on a Network of Spiking Neurons using Deep Learning,"Baldy, Nina and Breyton, Martin and Woodman, Marmaduke M. and Jirsa, Viktor K. and Hashemi, Meysam",bioRxiv,2024,10.1101/2024.01.26.577077,FALSE
Energy Optimization Induces Predictive-coding Properties in a Multicompartment Spiking Neural Network Model,"Zhang, Mingfang(Lucy) and Bohte, Sander M.",bioRxiv,2024,10.1101/2024.01.17.575877,FALSE
Slow but flexible or fast but rigid? Discrete and continuous processes compared,"Priorelli, Matteo and Stoianov, Ivilin Peev",bioRxiv,2023,10.1101/2023.08.20.554008,FALSE
Dynamic Predictive Coding: A Model of Hierarchical Sequence Learning and Prediction in the Neocortex,"Jiang, Linxing Preston and Rao, Rajesh P. N.",bioRxiv,2023,10.1101/2022.06.23.497415,FALSE
Needing: an active inference process for physiological motivation,"Bosulu, J. and Pezzulo, G. and H{\'e}tu, S.",bioRxiv,2023,10.1101/2022.10.24.513547,FALSE
Joint modeling of choices and reaction times based on Bayesian contextual behavioral control,"Schw{\""o}bel, Sarah and Markovic, Dimitrije and Smolka, Michael N. and Kiebel, Stefan",bioRxiv,2023,10.1101/2021.10.29.466505,FALSE
"Randomness impacts specific priors building, visual exploration, and perception in object recognition","Gal, C{\'e}cile and Tincas, Ioana and Moca, Vasile V. and Ciuparu, Andrei and Dan, Loredana E. and Smith, Marie L. and Gliga, Teodora and Muresan, Raul C.",bioRxiv,2023,10.1101/2023.09.26.559544,FALSE
Acetylcholine Modulates the Precision of Prediction Error in the Auditory Cortex,"P{\'e}rez-Gonz{\'a}lez, David and Lao-Rodr{\'\i}guez, Ana B. and Aedo-S{\'a}nchez, Cristian and Malmierca, Manuel S.",bioRxiv,2023,10.1101/2023.08.17.553683,FALSE
Predictive Motor Control Based on a Generative Adversarial Network,"Lenninger, Movitz and Choi, Whan-Hyuk and Choi, Hansol",bioRxiv,2023,10.1101/2023.01.17.524156,FALSE
The Neural Correlates of Ambiguity and Risk In Human Decision-Making Under an Active Inference Framework,"Zhang, Shuo and Tian, Yan and Liu, Quanying and Wu, Haiyan",bioRxiv,2023,10.1101/2023.09.18.558250,FALSE
Dynamic Inference by Model Reduction,"Priorelli, Matteo and Stoianov, Ivilin Peev",bioRxiv,2023,10.1101/2023.09.10.557043,FALSE
Active vision in binocular depth estimation: a top-down perspective,"Priorelli, Matteo and Pezzulo, Giovanni and Stoianov, Ivilin Peev",bioRxiv,2023,10.1101/2023.07.15.549132,FALSE
Neural tuning instantiates prior expectations in the human visual system,"Harrison, William J and Bays, Paul M and Rideaux, Reuben",bioRxiv,2023,10.1101/2023.01.26.525790,FALSE
Belief embodiment through eye movements facilitates memory-guided navigation,"Stavropoulos, Akis and Lakshminarasimhan, Kaushik J. and Angelaki, Dora E.",bioRxiv,2023,10.1101/2023.08.21.554107,FALSE
Deep kinematic inference affords efficient and scalable control of bodily movements,"Priorelli, Matteo and Pezzulo, Giovanni and Stoianov, Ivilin Peev",bioRxiv,2023,10.1101/2023.05.04.539409,FALSE
Heart Is Deceitful Above All Things: threat expectancy induces the illusory perception of increased heartrate,"Parrotta, Eleonora and Bach, Patric and Perrucci, Mauro Gianni and Costantini, Marcello and Ferri, Francesca",bioRxiv,2023,10.1101/2022.09.06.505290,FALSE
Listening with generative models,"Cusimano, Maddie and Hewitt, Luke B. and McDermott, Josh H.",bioRxiv,2023,10.1101/2023.04.27.538626,FALSE
Active perceptual learning involves motor exploration and adaptation of predictive sensory integration,"Hirano, Masato and Furuya, Shinichi",bioRxiv,2023,10.1101/2022.02.17.480969,FALSE
From autopoiesis to self-optimization: Toward an enactive model of biological regulation,"Froese, Tom and Weber, Natalya and Shpurov, Ivan and Ikegami, Takashi",bioRxiv,2023,10.1101/2023.02.05.527213,FALSE
Are we really Bayesian? Probabilistic inference shows sub-optimal knowledge transfer,"Lin, Chin-Hsuan Sophie and Do, Trang Thuy and Unsworth, Lee and Garrido, Marta I.",bioRxiv,2023,10.1101/2023.04.06.535669,FALSE
Evidence for a sensorimotor prediction process in action observation,"Hilt, Pauline M. and Gueugneau, Nicolas and Fadiga, Luciano and Pozzo, Thierry and Papaxanthis, Charalambos",bioRxiv,2023,10.1101/2023.02.04.527111,FALSE
A Sensory-Motor Theory of the Neocortex based on Active Predictive Coding,"Rao, Rajesh P. N.",bioRxiv,2022,10.1101/2022.12.30.522267,FALSE
Predictive coding during action observation revealed by human electrocorticographic activity,"Qin, Chaoyi and Michon, Frederic and Onuki, Yoshiyuki and Ishishita, Yohei and Otani, Keisuke and Kawai, Kensuke and Fries, Pascal and Gazzola, Valeria and Keysers, Christian",bioRxiv,2023,10.1101/2022.12.13.519734,FALSE
The locus coeruleus broadcasts prediction errors across the cortex to promote sensorimotor plasticity,"Jordan, Rebecca and Keller, Georg B.",bioRxiv,2023,10.1101/2022.11.08.515698,FALSE
Seeing our hand or a tool during visually-guided actions: different effects on the somatosensory and visual cortices,"Mathieu, Benjamin and Abillama, Antonin and Mor{\'e}, Simon and Mercier, Catherine and Simoneau, Martin and Danna, J{\'e}r{\'e}my and Mouchnino, Laurence and Blouin, Jean",bioRxiv,2022,10.1101/2022.11.04.515184,FALSE
Experimental validation of the free-energy principle with in vitro neural networks,"Isomura, Takuya and Kotani, Kiyoshi and Jimbo, Yasuhiko and Friston, Karl J.",bioRxiv,2022,10.1101/2022.10.03.510742,FALSE
Agency and Expectations in Pain Treatment: An Investigation of the Active Inference Model,"Strube, Andreas and Horing, Bj{\""o}rn and Rose, Michael and B{\""u}chel, Christian",bioRxiv,2022,10.1101/2022.07.20.500796,FALSE
Choice-Induced Preference Change under a Sequential Sampling Model Framework,"Lee, Douglas G. and Pezzulo, Giovanni",bioRxiv,2022,10.1101/2022.07.15.500254,FALSE
Differentiating Bayesian model updating and model revision based on their prediction error dynamics,"Rutar, Danaja and Colizoli, Olympia and Selen, Luc and Spie{\ss}, Lukas and Kwisthout, Johan and Hunnius, Sabine",bioRxiv,2022,10.1101/2022.06.15.496278,FALSE
The Neural Architecture of Theory-based Reinforcement Learning,"Tomov, Momchil S. and Tsividis, Pedro A. and Pouncy, Thomas and Tenenbaum, Joshua B. and Gershman, Samuel J.",bioRxiv,2022,10.1101/2022.06.14.496001,FALSE
Flexible Intentions: An Active Inference Theory,"Priorelli, Matteo and Stoianov, Ivilin Peev",bioRxiv,2022,10.1101/2022.04.08.487597,FALSE
Predictive attenuation of touch and tactile gating are distinct perceptual phenomena,"Kilteni, Konstantina and Ehrsson, H. Henrik",bioRxiv,2021,10.1101/2020.11.13.381202,FALSE
Active Strategies for Multisensory Conflict Suppression in the Virtual Hand Illusion,"Lanillos, Pablo and Franklin, Sae and Maselli, Antonella and Franklin, David W.",bioRxiv,2021,10.1101/2020.07.08.191304,FALSE
Surprise: a unified theory and experimental predictions,"Modirshanechi, Alireza and Brea, Johanni and Gerstner, Wulfram",bioRxiv,2021,10.1101/2021.11.01.466796,FALSE
Functional connectivity gradients as a common neural architecture for predictive processing in the human brain,"Katsumi, Yuta and Kamona, Nada and Zhang, Jiahe and Bunce, Jamie G. and Hutchinson, J. Benjamin and Yarossi, Mathew and Tunik, Eugene and Quigley, Karen S. and Dickerson, Bradford C. and Barrett, Lisa Feldman",bioRxiv,2021,10.1101/2021.09.01.456844,FALSE
Predictive coding during action observation - a depth-resolved intersubject functional correlation study at 7T,"Cerliani, Leonardo and Bhandari, Ritu and De Angelis, Lorenzo and van der Zwaag, Wietske and Bazin, Pierre-Louis and Gazzola, Valeria and Keysers, Christian",bioRxiv,2021,10.1101/2021.08.30.458143,FALSE
Active inference through whiskers,"Mannella, Francesco and Maggiore, Federico and Baltieri, Manuel and Pezzulo, Giovanni",bioRxiv,2021,10.1101/2021.07.16.452665,FALSE
ACTION AFFORDANCE AFFECTS PROXIMAL AND DISTAL GOAL-ORIENTED PLANNING,"Keshava, Ashima and Gottschewsky, Nina and Balle, Stefan and Nezami, Farbod Nosrat and Sch{\""u}ler, Thomas and K{\""o}nig, Peter",bioRxiv,2021,10.1101/2021.07.27.454022,FALSE
A predictive processing model of episodic memory and time perception,"Fountas, Zafeirios and Sylaidi, Anastasia and Nikiforou, Kyriacos and Seth, Anil K. and Shanahan, Murray and Roseboom, Warrick",bioRxiv,2021,10.1101/2020.02.17.953133,FALSE
Alpha-to-beta- and gamma-band activity reflect predictive coding in affective visual processing,"Strube, Andreas and Rose, Michael and Fazeli, Sepideh and B{\""u}chel, Christian",bioRxiv,2021,10.1101/2021.06.03.446893,FALSE
Egocentric Biases are Determined by the Precision of Self-related Predictions,"Sevi, Leora and Stantic, Mirta and Murphy, Jennifer and Coll, Michel-Pierre and Catmur, Caroline and Bird, Geoffrey",bioRxiv,2021,10.1101/2021.04.02.437869,FALSE
"Simulating homeostatic, allostatic and goal-directed forms of interoceptive control using Active Inference","Tschantz, Alexander and Barca, Laura and Maisto, Domenico and Buckley, Christopher L. and Seth, Anil K. and Pezzulo, Giovanni",bioRxiv,2021,10.1101/2021.02.16.431365,FALSE
Active Inference as a Framework for Brain-Computer Interfaces,"Ather, Syed Hussain",bioRxiv,2021,10.1101/2021.02.02.429272,FALSE
Canonical neural networks perform active inference,"Isomura, Takuya and Shimazaki, Hideaki and Friston, Karl",bioRxiv,2020,10.1101/2020.12.10.420547,FALSE
Action enhances predicted touch,"Thomas, Emily R. and Yon, Daniel and de Lange, Floris P. and Press, Clare",bioRxiv,2020,10.1101/2020.03.26.007559,FALSE
The Predictive Global Neuronal Workspace: A Formal Active Inference Model of Visual Consciousness,"Whyte, Christopher J. and Smith, Ryan",bioRxiv,2020,10.1101/2020.02.11.944611,FALSE
Balancing control: a Bayesian interpretation of habitual and goal-directed behavior,"Schw{\""o}bel, Sarah and Markovic, Dimitrije and Smolka, Michael N. and Kiebel, Stefan J.",bioRxiv,2020,10.1101/836106,FALSE
The Effect of Uncertainty on Prediction Error in the Action-Perception Loop,"Perrykkad, Kelsey and Lawson, Rebecca P. and Jamadar, Sharna and Hohwy, Jakob",bioRxiv,2020,10.1101/2020.06.22.166108,FALSE
Deep Active Inference and Scene Construction,"Heins, R. Conor and Mirza, M. Berk and Parr, Thomas and Friston, Karl and Kagan, Igor and Pooresmaeili, Arezoo",bioRxiv,2020,10.1101/2020.04.14.041129,FALSE
An active inference approach to modeling structure learning: concept learning as an example case,"Smith, Ryan and Schwartenbeck, Philipp and Parr, Thomas and Friston, Karl J.",bioRxiv,2020,10.1101/633677,FALSE
Active Listening,"Friston, Karl J. and Sajid, Noor and Quiroga-Martinez, David Ricardo and Parr, Thomas and Price, Cathy J. and Holmes, Emma",bioRxiv,2020,10.1101/2020.03.18.997122,FALSE
Active Efficient Coding Explains the Development of Binocular Vision and its Failure in Amblyopia,"Eckmann, Samuel and Klimmasch, Lukas and Shi, Bertram E. and Triesch, Jochen",bioRxiv,2020,10.1101/571802,FALSE
Expecting the unexpected: the paranoid style of belief updating across species,"Reed, Erin J. and Uddenberg, Stefan and Mathys, Christoph D. and Taylor, Jane R. and Groman, Stephanie M. and Corlett, Philip R.",bioRxiv,2020,10.1101/2020.02.24.963298,FALSE
Visual Attention Through Uncertainty Minimization in Recurrent Generative Models,"Standvoss, Kai and Quax, Silvan C. and van Gerven, Marcel A.J.",bioRxiv,2020,10.1101/2020.02.14.948992,FALSE
Active inference under visuo-proprioceptive conflict: Simulation and empirical results,"Limanowski, Jakub and Friston, Karl",bioRxiv,2020,10.1101/795419,FALSE
Simulating emotions: An active inference model of emotional state inference and emotion concept learning,"Smith, Ryan and Parr, Thomas and Friston, Karl J.",bioRxiv,2019,10.1101/640813,FALSE
An Active Inference Approach to Dissecting Reasons for Non-Adherence to Antidepressants,"Smith, Ryan and Khalsa, Sahib and Paulus, Martin",bioRxiv,2019,10.1101/743542,FALSE
Active sampling in visual search is coupled to the cardiac cycle,"Galvez-Pol, Alejandro and McConnell, Ruth and Kilner, James M.",bioRxiv,2019,10.1101/405902,FALSE
Meta-control of the exploration-exploitation dilemma emerges from probabilistic inference over a hierarchy of time scales,"Markovi{\'c}, Dimitrije and Goschke, Thomas and Kiebel, Stefan J.",bioRxiv,2019,10.1101/847566,FALSE
Reverse engineering neural networks to characterise their cost functions,"Isomura, Takuya and Friston, Karl",bioRxiv,2019,10.1101/654467,FALSE
"Retrospective inference as a form of bounded rationality, and its beneficial influence on learning","FitzGerald, Thomas HB and Penny, Will D. and Bonnici, Heidi M and Adams, Rick A",bioRxiv,2019,10.1101/569574,FALSE
Foundations of human problem solving,"Zarr, Noah and Brown, Joshua W.",bioRxiv,2019,10.1101/779322,FALSE
Free Energy Principle in Human Postural Control System: Skin Stretch Feedback Reduces the Entropy,"Hur, Pilwon and Pan, Yi-Tsen and DeBuys, Christian",bioRxiv,2019,10.1101/774026,FALSE
Learning action-oriented models through active inference,"Tschantz, Alexander and Seth, Anil K. and Buckley, Christopher L.",bioRxiv,2019,10.1101/764969,FALSE
Neurocomputational mechanisms underlying emotional awareness: insights afforded by deep active inference and their potential clinical relevance,"Smith, Ryan and Lane, Richard D. and Parr, Thomas and Friston, Karl J.",bioRxiv,2019,10.1101/681288,FALSE
"Active inference, stressors, and psychological trauma: A neuroethological model of (mal)adaptive explore-exploit dynamics in ecological context","Linson, Adam and Parr, Thomas and Friston, Karl J.",bioRxiv,2019,10.1101/695445,FALSE
A Bayesian account of generalist and specialist formation under the Active Inference framework,"Chen, Anthony Guanxun and Benrimoh, David and Parr, Thomas and Friston, Karl J.",bioRxiv,2019,10.1101/644807,FALSE
In the Body{\textquoteright}s Eye: The Computational Anatomy of Interoceptive Inference,"Allen, Micah and Levy, Andrew and Parr, Thomas and Friston, Karl J.",bioRxiv,2019,10.1101/603928,FALSE
Attention Promotes the Neural Encoding of Prediction Errors,"Smout, Cooper A. and Tang, Matthew F. and Garrido, Marta I. and Mattingley, Jason B.",bioRxiv,2019,10.1101/522185,FALSE
Hallucinations both in and out of context: An Active Inference Account,"Benrimoh, David and Parr, Thomas and Adams, Rick  A. and Friston, Karl",bioRxiv,2019,10.1101/540419,FALSE
"The self as a generative, teleological, and subjective prior: Mutually-modulated temporal agency","Asai, Tomohisa and Imaizumi, Shu and Imamizu, Hiroshi",bioRxiv,2019,10.1101/519934,FALSE
Sensory-motor brain dynamics reflect architectural affordances,"Djebbara, Zakaria and Fich, Lars Brorson and Petrini, Laura and Gramann, Klaus",bioRxiv,2019,10.1101/520080,FALSE
Bayesian inference of neuronal ensembles,"Diana, Giovanni and Sainsbury, Thomas T. J. and Meyer, Martin P.",bioRxiv,2018,10.1101/452557,FALSE
Predictive coding with neural transmission delays: a real-time temporal alignment hypothesis,"Hogendoorn, Hinze and Burkitt, Anthony N",bioRxiv,2018,10.1101/453183,FALSE
Computational mechanisms of curiosity and goal-directed exploration,"Schwartenbeck, Philipp and Passecker, Johannes and Hauser, Tobias U and FitzGerald, Thomas H B and Kronbichler, Martin and Friston, Karl",bioRxiv,2018,10.1101/411272,FALSE
A probabilistic interpretation of PID controllers using active inference,"Baltieri, Manuel and Buckley, Christopher L.",bioRxiv,2018,10.1101/284562,FALSE
Locus Coeruleus tracking of prediction errors optimises cognitive flexibility: an Active Inference model,"Sales, Anna C and Friston, Karl J. and Jones, Matthew W. and Pickering, Anthony E. and Moran, Rosalyn J.",bioRxiv,2018,10.1101/340620,FALSE
In vitro neural networks minimise variational free energy,"Isomura, Takuya and Friston, Karl",bioRxiv,2018,10.1101/323550,FALSE
Generalised free energy and active inference: can the future cause the past?,"Parr, Thomas and Friston, Karl J",bioRxiv,2018,10.1101/304782,FALSE
An information-theoretic perspective on the costs of cognition,"Alexandre, Z{\'e}non and Oleg, Solopchuk and Giovanni, Pezzulo",bioRxiv,2018,10.1101/208280,FALSE
The control of epistemic curiosity in the human brain,"Ligneul, Romain and Mermillod, Martial and Morisseau, Tiffany",bioRxiv,2018,10.1101/157644,FALSE
Social intelligence model with multiple internal models,"Isomura, Takuya and Parr, Thomas and Friston, Karl",bioRxiv,2018,10.1101/285353,FALSE
Compositional clustering in task structure learning,"Franklin, Nicholas and Frank, Michael J.",bioRxiv,2018,10.1101/196923,FALSE
The Homeostatic Logic of Reward,"Morville, Tobias and Friston, Karl and Burdakov, Denis and Siebner, Hartwig R. and Hulme, Oliver J.",bioRxiv,2018,10.1101/242974,FALSE
Planning and navigation as active inference,"Kaplan, Raphael and Friston, Karl J",bioRxiv,2017,10.1101/230599,FALSE
Biological Self-organisation and Markov blankets,"Palacios, Ensor Rafael and Razi, Adeel and Parr, Thomas and Kirchhoff, Michael and Friston, Karl",bioRxiv,2017,10.1101/227181,FALSE
"Dopamine, Inference, and Uncertainty","Gershman, Samuel J.",bioRxiv,2017,10.1101/149849,FALSE
Cortical Entropy Values Correlate with Brain Scale-Free Dynamics,"Tozzi, Arturo and Peters, James F. and {\c C}ankaya, Mehmet Niyazi",bioRxiv,2017,10.1101/147405,FALSE
The Bayesian-Laplacian Brain,"Zeki, Semir and Ch{\'e}n, Oliver Y.",bioRxiv,2019,10.1101/094516,FALSE
Boredom begets creativity: a solution to the exploitation-exploration trade-off in predictive coding,"Gomez-Ramirez, Jaime and Costa, Tommaso",bioRxiv,2017,10.1101/104521,FALSE
